instanceID,courseCode,teacherID,studyPeriod,academicYear
I-2629,1071,19900128-0095,1.0,2023-2024
I-2630,1027,19930228-0086,1.0,2023-2024
I-2631,1295,19760524-0046,3.0,2023-2024
I-2632,1249,19910206-0081,1.0,2023-2024
I-2633,1209,19761009-0055,3.0,2023-2024
I-2634,1067,19920828-0070,1.0,2023-2024
I-2635,1050,19750705-0033,2.0,2023-2024
I-2636,1046,19920316-0107,4.0,2013-2014
I-2637,1232,19750102-0059,3.0,2013-2014
I-2638,1107,19900426-0089,2.0,2013-2014
I-2639,1280,19900520-0063,4.0,2013-2014
I-2640,1236,19750906-0032,2.0,2013-2014
I-2641,1234,19781125-0031,4.0,2013-2014
I-2642,1219,19750331-0036,1.0,2013-2014
I-2643,1206,19900128-0095,2.0,2013-2014
I-2644,1092,19931212-0079,1.0,2013-2014
I-2645,1294,19931203-0066,3.0,2014-2015
I-2646,1202,19900119-0104,4.0,2014-2015
I-2647,1201,19910822-0122,4.0,2014-2015
I-2648,1099,19790702-0038,3.0,2014-2015
I-2649,1005,19920226-0075,2.0,2014-2015
I-2650,1266,19900201-0074,1.0,2014-2015
I-2651,1228,19750417-0051,1.0,2014-2015
I-2652,1205,19900201-0074,1.0,2014-2015
I-2653,1195,19750102-0059,1.0,2014-2015
I-2654,1164,19750417-0051,2.0,2014-2015
I-2655,1121,19921123-0108,2.0,2014-2015
I-2656,1277,19901026-0111,2.0,2015-2016
I-2657,1276,19781130-0054,4.0,2015-2016
I-2658,1156,19900128-0095,3.0,2015-2016
I-2659,1135,19910921-0136,1.0,2015-2016
I-2660,1057,19901029-0071,2.0,2015-2016
I-2661,1202,19750512-0043,4.0,2015-2016
I-2662,1109,19900723-0126,1.0,2015-2016
I-2663,1061,19790702-0038,4.0,2015-2016
I-2664,1023,19911025-0091,2.0,2015-2016
I-2665,1016,19750705-0033,3.0,2015-2016
I-2666,1045,19770224-0058,2.0,2016-2017
I-2667,1175,19790708-0041,4.0,2016-2017
I-2668,1035,19761020-0044,3.0,2016-2017
I-2669,1290,19781125-0031,1.0,2016-2017
I-2670,1264,19900520-0063,3.0,2016-2017
I-2671,1225,19901002-0085,1.0,2016-2017
I-2672,1209,19901026-0111,3.0,2016-2017
I-2673,1184,19900902-0114,2.0,2016-2017
I-2674,1172,19750102-0059,1.0,2016-2017
I-2675,1098,19920217-0098,1.0,2017-2018
I-2676,1011,19750122-0056,2.0,2017-2018
I-2677,1277,19750705-0033,4.0,2017-2018
I-2678,1260,19780424-0057,3.0,2017-2018
I-2679,1147,19930228-0086,1.0,2017-2018
I-2680,1029,19900701-0113,3.0,2017-2018
I-2681,1298,19910822-0122,3.0,2017-2018
I-2682,1249,19930414-0106,3.0,2017-2018
I-2683,1233,19761020-0044,3.0,2017-2018
I-2684,1134,19771013-0040,1.0,2017-2018
I-2685,1105,19781130-0054,1.0,2017-2018
I-2686,1006,19910404-0102,1.0,2017-2018
I-2687,1281,19790717-0045,1.0,2018-2019
I-2688,1257,19770713-0042,3.0,2018-2019
I-2689,1220,19780815-0047,1.0,2018-2019
I-2690,1107,19781130-0054,2.0,2018-2019
I-2691,1060,19790426-0049,2.0,2018-2019
I-2692,1022,19790717-0045,4.0,2018-2019
I-2693,1296,19920917-0109,3.0,2018-2019
I-2694,1269,19920122-0065,2.0,2018-2019
I-2695,1252,19761009-0055,1.0,2018-2019
I-2696,1080,19790702-0038,2.0,2018-2019
I-2697,1044,19901011-0119,1.0,2018-2019
I-2698,1015,19780424-0057,1.0,2018-2019
I-2699,1180,19760524-0046,3.0,2019-2020
I-2700,1105,19920217-0098,2.0,2019-2020
I-2701,1194,19761009-0055,3.0,2019-2020
I-2702,1176,19750417-0051,4.0,2019-2020
I-2703,1107,19761024-0034,1.0,2019-2020
I-2704,1094,19900317-0083,3.0,2019-2020
I-2705,1274,19900119-0104,1.0,2019-2020
I-2706,1263,19780424-0057,2.0,2019-2020
I-2707,1230,19760524-0046,2.0,2019-2020
I-2708,1122,19750722-0060,2.0,2019-2020
I-2709,1090,19900119-0104,1.0,2019-2020
I-2710,1025,19790702-0038,1.0,2019-2020
I-2711,1297,19921201-0094,4.0,2020-2021
I-2712,1085,19911025-0091,1.0,2020-2021
I-2713,1055,19760108-0050,2.0,2020-2021
I-2714,1189,19901029-0071,1.0,2020-2021
I-2715,1124,19790717-0045,3.0,2020-2021
I-2716,1115,19750331-0036,4.0,2020-2021
I-2717,1104,19781130-0054,1.0,2020-2021
I-2718,1185,19920226-0075,3.0,2021-2022
I-2719,1134,19910101-0133,3.0,2021-2022
I-2720,1235,19900701-0138,2.0,2021-2022
I-2721,1226,19760108-0050,3.0,2021-2022
I-2722,1123,19790618-0048,1.0,2021-2022
I-2723,1065,19751018-0039,3.0,2021-2022
I-2724,1281,19920217-0098,1.0,2021-2022
I-2725,1118,19900124-0064,4.0,2021-2022
I-2726,1079,19900426-0089,3.0,2021-2022
I-2727,1025,19900909-0123,3.0,2021-2022
I-2728,1181,19900616-0124,3.0,2022-2023
I-2729,1270,19750906-0032,4.0,2022-2023
I-2730,1145,19911116-0069,2.0,2022-2023
I-2731,1073,19900321-0080,2.0,2022-2023
I-2732,1004,19900317-0083,2.0,2022-2023
I-2733,1183,19920206-0072,2.0,2022-2023
I-2734,1173,19910927-0128,1.0,2022-2023
I-2735,1171,19780602-0035,3.0,2022-2023
I-2736,1164,19750722-0060,3.0,2022-2023
I-2737,1012,19901026-0111,2.0,2022-2023
I-2738,1160,19780602-0035,1.0,2023-2024
I-2739,1062,19750102-0059,1.0,2023-2024
I-2740,1210,19901026-0111,4.0,2023-2024
I-2741,1091,19921123-0108,1.0,2023-2024
I-2742,1205,19770713-0042,2.0,2023-2024
I-2743,1191,19790708-0041,1.0,2023-2024
I-2744,1181,19920504-0093,4.0,2023-2024
I-2745,1130,19930508-0061,4.0,2023-2024
I-2746,1078,19910817-0092,2.0,2013-2014
I-2747,1049,19750102-0059,2.0,2013-2014
I-2748,1156,19910403-0103,1.0,2013-2014
I-2749,1131,19780602-0035,4.0,2013-2014
I-2750,1295,19751018-0039,2.0,2013-2014
I-2751,1257,19750417-0051,2.0,2013-2014
I-2752,1239,19920217-0098,2.0,2013-2014
I-2753,1217,19930616-0127,2.0,2013-2014
I-2754,1088,19761009-0055,4.0,2013-2014
I-2755,1097,19930512-0117,4.0,2014-2015
I-2756,1284,19921127-0120,1.0,2014-2015
I-2757,1225,19750331-0036,1.0,2014-2015
I-2758,1048,19750705-0033,2.0,2014-2015
I-2759,1262,19900701-0113,1.0,2014-2015
I-2760,1218,19900211-0140,2.0,2014-2015
I-2761,1035,19921208-0097,4.0,2014-2015
I-2762,1027,19920505-0115,3.0,2014-2015
I-2763,1073,19750722-0060,1.0,2015-2016
I-2764,1169,19750417-0051,3.0,2015-2016
I-2765,1127,19770713-0042,3.0,2015-2016
I-2766,1105,19900616-0124,3.0,2015-2016
I-2767,1050,19790717-0045,2.0,2015-2016
I-2768,1294,19790426-0049,4.0,2015-2016
I-2769,1172,19750512-0043,4.0,2015-2016
I-2770,1164,19911025-0091,3.0,2015-2016
I-2771,1118,19900201-0074,2.0,2015-2016
I-2772,1042,19910327-0096,1.0,2015-2016
I-2773,1015,19750722-0060,3.0,2015-2016
I-2774,1256,19900201-0074,1.0,2016-2017
I-2775,1006,19750122-0056,1.0,2016-2017
I-2776,1143,19910404-0102,2.0,2016-2017
I-2777,1059,19780424-0057,2.0,2016-2017
I-2778,1058,19790717-0045,3.0,2016-2017
I-2779,1047,19930228-0086,4.0,2016-2017
I-2780,1269,19930302-0135,3.0,2016-2017
I-2781,1134,19770224-0058,2.0,2016-2017
I-2782,1068,19750417-0051,4.0,2016-2017
I-2783,1043,19781125-0031,4.0,2016-2017
I-2784,1021,19761024-0034,1.0,2016-2017
I-2785,1237,19780602-0035,3.0,2017-2018
I-2786,1229,19781125-0031,1.0,2017-2018
I-2787,1176,19751018-0039,2.0,2017-2018
I-2788,1014,19790618-0048,2.0,2017-2018
I-2789,1224,19920320-0121,2.0,2017-2018
I-2790,1093,19920826-0088,1.0,2017-2018
I-2791,1086,19781217-0053,4.0,2017-2018
I-2792,1083,19920217-0098,2.0,2017-2018
I-2793,1012,19781125-0031,3.0,2017-2018
I-2794,1249,19910206-0081,4.0,2018-2019
I-2795,1073,19790717-0045,1.0,2018-2019
I-2796,1294,19781217-0053,1.0,2018-2019
I-2797,1287,19930508-0061,4.0,2018-2019
I-2798,1172,19760524-0046,2.0,2018-2019
I-2799,1006,19750220-0037,2.0,2018-2019
I-2800,1223,19780815-0047,3.0,2018-2019
I-2801,1183,19920826-0088,2.0,2018-2019
I-2802,1074,19780317-0052,4.0,2018-2019
I-2803,1038,19750705-0033,3.0,2018-2019
I-2804,1239,19750122-0056,3.0,2019-2020
I-2805,1174,19760108-0050,1.0,2019-2020
I-2806,1148,19911025-0091,4.0,2019-2020
I-2807,1030,19750705-0033,2.0,2019-2020
I-2808,1225,19921002-0129,3.0,2019-2020
I-2809,1172,19900902-0090,1.0,2019-2020
I-2810,1111,19920122-0065,2.0,2019-2020
I-2811,1090,19750102-0059,2.0,2019-2020
I-2812,1299,19901029-0071,4.0,2020-2021
I-2813,1221,19780602-0035,3.0,2020-2021
I-2814,1196,19900520-0063,1.0,2020-2021
I-2815,1031,19900701-0138,3.0,2020-2021
I-2816,1293,19750705-0033,2.0,2020-2021
I-2817,1290,19901002-0085,3.0,2020-2021
I-2818,1262,19780815-0047,1.0,2020-2021
I-2819,1188,19930709-0100,3.0,2020-2021
I-2820,1170,19901219-0125,1.0,2020-2021
I-2821,1024,19920917-0109,1.0,2020-2021
I-2822,1086,19750705-0033,3.0,2021-2022
I-2823,1225,19920602-0073,3.0,2021-2022
I-2824,1032,19761024-0034,1.0,2021-2022
I-2825,1204,19781217-0053,3.0,2021-2022
I-2826,1134,19790708-0041,1.0,2021-2022
I-2827,1087,19910817-0092,3.0,2021-2022
I-2828,1082,19790702-0038,2.0,2021-2022
I-2829,1072,19900211-0140,3.0,2021-2022
I-2830,1225,19780815-0047,2.0,2022-2023
I-2831,1032,19790717-0045,2.0,2022-2023
I-2832,1296,19900430-0112,2.0,2022-2023
I-2833,1290,19910214-0084,1.0,2022-2023
I-2834,1287,19761020-0044,1.0,2022-2023
I-2835,1281,19920226-0075,4.0,2022-2023
I-2836,1254,19900801-0130,3.0,2022-2023
I-2837,1172,19750722-0060,1.0,2022-2023
I-2838,1136,19760524-0046,4.0,2022-2023
I-2839,1022,19920828-0070,2.0,2022-2023
I-2840,1223,19761009-0055,3.0,2023-2024
I-2841,1075,19761009-0055,2.0,2023-2024
I-2842,1292,19921127-0120,1.0,2023-2024
I-2843,1229,19790702-0038,2.0,2023-2024
I-2844,1282,19900321-0080,1.0,2023-2024
I-2845,1267,19910206-0081,2.0,2023-2024
I-2846,1249,19910403-0131,4.0,2023-2024
I-2847,1214,19901108-0087,2.0,2023-2024
I-2848,1143,19750122-0056,1.0,2023-2024
I-2849,1011,19750705-0033,4.0,2023-2024
I-2850,1254,19790702-0038,2.0,2013-2014
I-2851,1166,19780424-0057,3.0,2013-2014
I-2852,1207,19921002-0129,1.0,2013-2014
I-2853,1180,19910214-0084,3.0,2013-2014
I-2854,1130,19901029-0071,2.0,2013-2014
I-2855,1051,19920206-0072,3.0,2013-2014
I-2856,1239,19921208-0097,2.0,2013-2014
I-2857,1221,19931212-0079,2.0,2013-2014
I-2858,1173,19750512-0043,1.0,2013-2014
I-2859,1136,19920828-0070,1.0,2013-2014
I-2860,1080,19781125-0031,3.0,2013-2014
I-2861,1036,19921123-0108,3.0,2013-2014
I-2862,1255,19761020-0044,1.0,2014-2015
I-2863,1192,19780317-0052,2.0,2014-2015
I-2864,1218,19921123-0108,2.0,2014-2015
I-2865,1203,19930709-0100,1.0,2014-2015
I-2866,1064,19750705-0033,1.0,2014-2015
I-2867,1041,19761024-0034,2.0,2014-2015
I-2868,1256,19750102-0059,4.0,2014-2015
I-2869,1126,19920217-0098,1.0,2014-2015
I-2870,1125,19750705-0033,1.0,2014-2015
I-2871,1103,19760524-0046,4.0,2014-2015
I-2872,1039,19900902-0090,1.0,2014-2015
I-2873,1124,19781125-0031,4.0,2015-2016
I-2874,1117,19790702-0038,3.0,2015-2016
I-2875,1105,19780602-0035,1.0,2015-2016
I-2876,1066,19750102-0059,3.0,2015-2016
I-2877,1051,19760524-0046,2.0,2015-2016
I-2878,1247,19770224-0058,4.0,2015-2016
I-2879,1222,19771013-0040,1.0,2015-2016
I-2880,1161,19760524-0046,2.0,2015-2016
I-2881,1047,19900201-0074,3.0,2015-2016
I-2882,1041,19920206-0072,3.0,2015-2016
I-2883,1107,19910514-0068,4.0,2016-2017
I-2884,1225,19750220-0037,1.0,2016-2017
I-2885,1008,19761024-0034,3.0,2016-2017
I-2886,1245,19900211-0140,2.0,2016-2017
I-2887,1136,19900430-0112,2.0,2016-2017
I-2888,1112,19900124-0064,1.0,2016-2017
I-2889,1052,19931118-0062,1.0,2016-2017
I-2890,1048,19901108-0087,4.0,2016-2017
I-2891,1033,19750705-0033,3.0,2016-2017
I-2892,1120,19780424-0057,1.0,2017-2018
I-2893,1008,19780602-0035,4.0,2017-2018
I-2894,1273,19930221-0139,4.0,2017-2018
I-2895,1196,19911025-0091,4.0,2017-2018
I-2896,1075,19761009-0055,1.0,2017-2018
I-2897,1073,19900426-0089,1.0,2017-2018
I-2898,1291,19750722-0060,4.0,2017-2018
I-2899,1265,19930829-0082,3.0,2017-2018
I-2900,1252,19930228-0086,2.0,2017-2018
I-2901,1218,19930326-0132,1.0,2017-2018
I-2902,1154,19910206-0081,1.0,2017-2018
I-2903,1005,19910421-0067,2.0,2018-2019
I-2904,1190,19750331-0036,2.0,2018-2019
I-2905,1111,19900430-0112,3.0,2018-2019
I-2906,1022,19780317-0052,1.0,2018-2019
I-2907,1201,19761020-0044,3.0,2018-2019
I-2908,1164,19780424-0057,1.0,2018-2019
I-2909,1140,19900321-0080,3.0,2018-2019
I-2910,1129,19770224-0058,1.0,2018-2019
I-2911,1121,19920320-0121,2.0,2018-2019
I-2912,1185,19781130-0054,4.0,2019-2020
I-2913,1290,19790618-0048,3.0,2019-2020
I-2914,1197,19761009-0055,1.0,2019-2020
I-2915,1067,19900511-0134,4.0,2019-2020
I-2916,1005,19931118-0062,3.0,2019-2020
I-2917,1279,19790708-0041,2.0,2019-2020
I-2918,1276,19780424-0057,2.0,2019-2020
I-2919,1191,19900321-0080,4.0,2019-2020
I-2920,1136,19750906-0032,2.0,2019-2020
I-2921,1135,19770713-0042,4.0,2019-2020
I-2922,1055,19790717-0045,2.0,2019-2020
I-2923,1283,19750906-0032,1.0,2020-2021
I-2924,1290,19900619-0076,4.0,2020-2021
I-2925,1249,19920122-0065,4.0,2020-2021
I-2926,1297,19920505-0115,4.0,2020-2021
I-2927,1145,19930414-0106,2.0,2020-2021
I-2928,1092,19920122-0065,3.0,2020-2021
I-2929,1014,19770224-0058,2.0,2020-2021
I-2930,1082,19750417-0051,2.0,2021-2022
I-2931,1112,19900701-0113,1.0,2021-2022
I-2932,1079,19790426-0049,4.0,2021-2022
I-2933,1230,19921123-0108,1.0,2021-2022
I-2934,1218,19790702-0038,4.0,2021-2022
I-2935,1166,19751018-0039,3.0,2021-2022
I-2936,1104,19750331-0036,2.0,2021-2022
I-2937,1013,19921208-0097,3.0,2021-2022
I-2938,1244,19900511-0134,1.0,2022-2023
I-2939,1245,19921218-0101,2.0,2022-2023
I-2940,1214,19901219-0125,1.0,2022-2023
I-2941,1265,19790717-0045,1.0,2022-2023
I-2942,1183,19911025-0091,3.0,2022-2023
I-2943,1126,19901219-0125,4.0,2022-2023
I-2944,1066,19900317-0083,1.0,2022-2023
I-2945,1051,19910122-0077,4.0,2022-2023
I-2946,1018,19781130-0054,2.0,2022-2023
I-2947,1169,19750331-0036,4.0,2023-2024
I-2948,1159,19761024-0034,3.0,2023-2024
I-2949,1184,19900723-0126,2.0,2023-2024
I-2950,1133,19781217-0053,4.0,2023-2024
I-2951,1241,19921002-0129,2.0,2023-2024
I-2952,1215,19930326-0132,4.0,2023-2024
I-2953,1197,19770224-0058,4.0,2023-2024
I-2954,1011,19900317-0083,2.0,2023-2024
I-2955,1240,19750722-0060,2.0,2013-2014
I-2956,1176,19780602-0035,1.0,2013-2014
I-2957,1298,19911116-0069,3.0,2013-2014
I-2958,1247,19781125-0031,2.0,2013-2014
I-2959,1228,19751018-0039,4.0,2013-2014
I-2960,1026,19781217-0053,4.0,2013-2014
I-2961,1218,19921123-0108,3.0,2013-2014
I-2962,1128,19900317-0083,2.0,2013-2014
I-2963,1087,19901219-0125,4.0,2013-2014
I-2964,1074,19780317-0052,2.0,2013-2014
I-2965,1064,19750220-0037,4.0,2013-2014
I-2966,1029,19750122-0056,4.0,2013-2014
I-2967,1228,19771013-0040,2.0,2014-2015
I-2968,1286,19750722-0060,3.0,2014-2015
I-2969,1168,19920122-0065,4.0,2014-2015
I-2970,1156,19761009-0055,4.0,2014-2015
I-2971,1078,19750512-0043,3.0,2014-2015
I-2972,1257,19780424-0057,2.0,2014-2015
I-2973,1010,19750906-0032,1.0,2014-2015
I-2974,1009,19930616-0127,2.0,2014-2015
I-2975,1007,19900317-0083,3.0,2014-2015
I-2976,1279,19750722-0060,4.0,2015-2016
I-2977,1224,19930919-0137,2.0,2015-2016
I-2978,1116,19920602-0073,2.0,2015-2016
I-2979,1086,19790426-0049,1.0,2015-2016
I-2980,1023,19910403-0103,4.0,2015-2016
I-2981,1234,19900321-0080,4.0,2015-2016
I-2982,1151,19781130-0054,2.0,2015-2016
I-2983,1128,19921201-0094,4.0,2015-2016
I-2984,1030,19790708-0041,4.0,2015-2016
I-2985,1009,19790426-0049,1.0,2015-2016
I-2986,1248,19900520-0063,3.0,2016-2017
I-2987,1208,19781217-0053,3.0,2016-2017
I-2988,1159,19750331-0036,1.0,2016-2017
I-2989,1080,19900201-0074,2.0,2016-2017
I-2990,1179,19780602-0035,3.0,2016-2017
I-2991,1148,19780317-0052,4.0,2016-2017
I-2992,1132,19930221-0139,4.0,2016-2017
I-2993,1085,19920826-0088,3.0,2016-2017
I-2994,1053,19750102-0059,1.0,2016-2017
I-2995,1036,19761024-0034,3.0,2016-2017
I-2996,1260,19931226-0118,3.0,2017-2018
I-2997,1060,19930829-0082,2.0,2017-2018
I-2998,1218,19901002-0085,3.0,2017-2018
I-2999,1165,19790708-0041,1.0,2017-2018
I-3000,1011,19781217-0053,2.0,2017-2018
I-3001,1216,19781217-0053,2.0,2017-2018
I-3002,1120,19750102-0059,3.0,2017-2018
I-3003,1049,19910927-0128,4.0,2017-2018
I-3004,1036,19761009-0055,4.0,2017-2018
I-3005,1286,19901219-0125,1.0,2018-2019
I-3006,1274,19921127-0120,2.0,2018-2019
I-3007,1222,19930228-0086,1.0,2018-2019
I-3008,1206,19761024-0034,3.0,2018-2019
I-3009,1058,19750512-0043,4.0,2018-2019
I-3010,1248,19901219-0125,3.0,2018-2019
I-3011,1219,19750722-0060,4.0,2018-2019
I-3012,1098,19780815-0047,1.0,2018-2019
I-3013,1049,19930414-0106,4.0,2018-2019
I-3014,1285,19901011-0119,3.0,2019-2020
I-3015,1252,19900201-0074,2.0,2019-2020
I-3016,1104,19790717-0045,2.0,2019-2020
I-3017,1282,19781217-0053,2.0,2019-2020
I-3018,1235,19920320-0121,3.0,2019-2020
I-3019,1215,19780317-0052,3.0,2019-2020
I-3020,1107,19900430-0112,4.0,2019-2020
I-3021,1084,19900119-0104,3.0,2019-2020
I-3022,1045,19771013-0040,2.0,2019-2020
I-3023,1297,19910921-0136,4.0,2020-2021
I-3024,1171,19781130-0054,1.0,2020-2021
I-3025,1100,19780815-0047,1.0,2020-2021
I-3026,1005,19761009-0055,4.0,2020-2021
I-3027,1272,19790618-0048,1.0,2020-2021
I-3028,1263,19750906-0032,4.0,2020-2021
I-3029,1207,19790702-0038,2.0,2020-2021
I-3030,1175,19921201-0094,3.0,2020-2021
I-3031,1156,19930919-0137,1.0,2020-2021
I-3032,1204,19921123-0108,2.0,2021-2022
I-3033,1109,19930829-0082,4.0,2021-2022
I-3034,1223,19750122-0056,4.0,2021-2022
I-3035,1179,19900321-0080,3.0,2021-2022
I-3036,1152,19900616-0124,2.0,2021-2022
I-3037,1157,19911025-0091,4.0,2021-2022
I-3038,1140,19900818-0116,1.0,2021-2022
I-3039,1064,19750417-0051,4.0,2021-2022
I-3040,1056,19750906-0032,1.0,2021-2022
I-3041,1014,19781130-0054,1.0,2021-2022
I-3042,1090,19780815-0047,1.0,2022-2023
I-3043,1213,19900801-0130,4.0,2022-2023
I-3044,1155,19761009-0055,2.0,2022-2023
I-3045,1112,19900909-0123,2.0,2022-2023
I-3046,1037,19781125-0031,4.0,2022-2023
I-3047,1227,19910101-0133,4.0,2022-2023
I-3048,1118,19750705-0033,2.0,2022-2023
I-3049,1038,19760524-0046,3.0,2022-2023
I-3050,1033,19790702-0038,4.0,2022-2023
I-3051,1122,19900201-0074,2.0,2023-2024
I-3052,1273,19930228-0086,4.0,2023-2024
I-3053,1126,19751018-0039,4.0,2023-2024
I-3054,1115,19900902-0090,4.0,2023-2024
I-3055,1134,19780602-0035,4.0,2023-2024
I-3056,1082,19900430-0112,4.0,2023-2024
I-3057,1068,19750102-0059,4.0,2023-2024
I-3058,1052,19761020-0044,1.0,2023-2024
I-3059,1184,19920504-0093,4.0,2013-2014
I-3060,1119,19790717-0045,3.0,2013-2014
I-3061,1246,19910327-0096,3.0,2013-2014
I-3062,1192,19760108-0050,2.0,2013-2014
I-3063,1180,19931212-0079,2.0,2013-2014
I-3064,1177,19900520-0063,2.0,2013-2014
I-3065,1252,19761009-0055,2.0,2013-2014
I-3066,1220,19921218-0101,1.0,2013-2014
I-3067,1175,19750331-0036,4.0,2013-2014
I-3068,1080,19760524-0046,1.0,2013-2014
I-3069,1077,19780815-0047,1.0,2013-2014
I-3070,1284,19930302-0135,4.0,2014-2015
I-3071,1213,19910101-0133,4.0,2014-2015
I-3072,1122,19901219-0125,2.0,2014-2015
I-3073,1052,19930512-0117,4.0,2014-2015
I-3074,1207,19780424-0057,3.0,2014-2015
I-3075,1197,19750102-0059,2.0,2014-2015
I-3076,1167,19780602-0035,4.0,2014-2015
I-3077,1154,19750417-0051,2.0,2014-2015
I-3078,1128,19911116-0069,4.0,2014-2015
I-3079,1145,19750122-0056,4.0,2015-2016
I-3080,1061,19921123-0108,3.0,2015-2016
I-3081,1147,19901026-0111,1.0,2015-2016
I-3082,1128,19931212-0079,4.0,2015-2016
I-3083,1207,19750417-0051,2.0,2015-2016
I-3084,1188,19930709-0100,4.0,2015-2016
I-3085,1120,19921002-0129,1.0,2015-2016
I-3086,1103,19901108-0087,2.0,2015-2016
I-3087,1229,19901219-0125,1.0,2016-2017
I-3088,1036,19900616-0124,1.0,2016-2017
I-3089,1203,19781125-0031,4.0,2016-2017
I-3090,1095,19930709-0100,3.0,2016-2017
I-3091,1265,19910403-0131,3.0,2016-2017
I-3092,1165,19900801-0130,1.0,2016-2017
I-3093,1125,19930709-0100,1.0,2016-2017
I-3094,1052,19900520-0063,1.0,2016-2017
I-3095,1022,19750417-0051,2.0,2016-2017
I-3096,1003,19921208-0097,2.0,2016-2017
I-3097,1011,19760524-0046,1.0,2017-2018
I-3098,1172,19921218-0101,3.0,2017-2018
I-3099,1095,19900119-0104,1.0,2017-2018
I-3100,1277,19750331-0036,4.0,2017-2018
I-3101,1188,19750122-0056,2.0,2017-2018
I-3102,1126,19920226-0075,4.0,2017-2018
I-3103,1066,19780317-0052,3.0,2017-2018
I-3104,1042,19910514-0068,1.0,2017-2018
I-3105,1006,19790426-0049,2.0,2017-2018
I-3106,1178,19750331-0036,2.0,2018-2019
I-3107,1144,19750102-0059,4.0,2018-2019
I-3108,1283,19790618-0048,1.0,2018-2019
I-3109,1191,19750331-0036,2.0,2018-2019
I-3110,1288,19760108-0050,2.0,2018-2019
I-3111,1242,19761020-0044,3.0,2018-2019
I-3112,1231,19910514-0068,3.0,2018-2019
I-3113,1183,19921127-0120,1.0,2018-2019
I-3114,1161,19920320-0121,4.0,2018-2019
I-3115,1114,19751018-0039,3.0,2018-2019
I-3116,1119,19930906-0110,4.0,2019-2020
I-3117,1299,19920206-0072,1.0,2019-2020
I-3118,1067,19910206-0081,3.0,2019-2020
I-3119,1279,19750417-0051,3.0,2019-2020
I-3120,1244,19900124-0064,1.0,2019-2020
I-3121,1149,19910820-0078,4.0,2019-2020
I-3122,1010,19901108-0087,3.0,2019-2020
I-3123,1221,19761009-0055,2.0,2020-2021
I-3124,1197,19770224-0058,4.0,2020-2021
I-3125,1038,19920917-0109,3.0,2020-2021
I-3126,1285,19921201-0094,3.0,2020-2021
I-3127,1243,19900723-0126,3.0,2020-2021
I-3128,1179,19910403-0103,2.0,2020-2021
I-3129,1029,19921002-0129,1.0,2020-2021
I-3130,1021,19790618-0048,1.0,2020-2021
I-3131,1246,19750331-0036,4.0,2021-2022
I-3132,1267,19790618-0048,4.0,2021-2022
I-3133,1181,19790717-0045,1.0,2021-2022
I-3134,1084,19750722-0060,4.0,2021-2022
I-3135,1025,19790708-0041,2.0,2021-2022
I-3136,1254,19761009-0055,4.0,2021-2022
I-3137,1222,19920602-0073,4.0,2021-2022
I-3138,1150,19750331-0036,4.0,2021-2022
I-3139,1056,19760524-0046,2.0,2021-2022
I-3140,1015,19750220-0037,1.0,2021-2022
I-3141,1123,19790702-0038,2.0,2022-2023
I-3142,1202,19790717-0045,2.0,2022-2023
I-3143,1168,19900124-0064,3.0,2022-2023
I-3144,1295,19781125-0031,1.0,2022-2023
I-3145,1207,19781217-0053,3.0,2022-2023
I-3146,1208,19750122-0056,3.0,2022-2023
I-3147,1102,19781217-0053,2.0,2022-2023
I-3148,1201,19920828-0070,3.0,2023-2024
I-3149,1015,19930919-0137,1.0,2023-2024
I-3150,1270,19900909-0123,4.0,2023-2024
I-3151,1260,19781217-0053,3.0,2023-2024
I-3152,1231,19790702-0038,3.0,2023-2024
I-3153,1249,19900201-0074,3.0,2023-2024
I-3154,1212,19930512-0117,2.0,2023-2024
I-3155,1189,19790618-0048,4.0,2023-2024
I-3156,1154,19920602-0073,1.0,2023-2024
I-3157,1021,19790717-0045,1.0,2023-2024
I-3158,1050,19911025-0091,3.0,2013-2014
I-3159,1263,19910214-0084,3.0,2013-2014
I-3160,1147,19780424-0057,4.0,2013-2014
I-3161,1247,19790618-0048,4.0,2013-2014
I-3162,1233,19910820-0078,1.0,2013-2014
I-3163,1214,19900616-0124,2.0,2013-2014
I-3164,1127,19930228-0086,1.0,2013-2014
I-3165,1091,19790702-0038,4.0,2013-2014
I-3166,1205,19750512-0043,3.0,2014-2015
I-3167,1022,19750220-0037,3.0,2014-2015
I-3168,1037,19750331-0036,4.0,2014-2015
I-3169,1013,19770713-0042,2.0,2014-2015
I-3170,1243,19780317-0052,3.0,2014-2015
I-3171,1075,19750722-0060,4.0,2014-2015
I-3172,1069,19760524-0046,2.0,2014-2015
I-3173,1067,19790618-0048,4.0,2014-2015
I-3174,1162,19770224-0058,3.0,2015-2016
I-3175,1039,19920917-0109,4.0,2015-2016
I-3176,1163,19921208-0097,3.0,2015-2016
I-3177,1065,19750705-0033,3.0,2015-2016
I-3178,1035,19900902-0114,2.0,2015-2016
I-3179,1005,19750906-0032,2.0,2015-2016
I-3180,1137,19910421-0067,3.0,2015-2016
I-3181,1136,19781130-0054,3.0,2015-2016
I-3182,1119,19900321-0080,4.0,2015-2016
I-3183,1105,19920226-0075,3.0,2015-2016
I-3184,1104,19790708-0041,2.0,2015-2016
I-3185,1095,19761009-0055,2.0,2015-2016
I-3186,1187,19930414-0106,1.0,2016-2017
